Fips_code,PM2.5 24hr 2012 99th Percentile,SO2 1-hour 2010,Ozone 1-hour 1979,NO2 1-hour,Coal_plants,Power_plants,Airports,Public_Schools,Private_Schools,Hospitals,Fuel_Stations,Land_area(mi^2),Population,Number_of_resident_workers,Number_of_business_establishments,Route_miles_of_freight_railroad,Route_miles_of_passenger_railroad_and_rail_transit,Total_Docks,Number_of_Bridges
26115,1,0,0,0,1,1,15,53,11,1,6,549.1,15118,6020,302,8.7,0,0,41
26121,1,0,0,0,0,0,10,75,4,3,8,701.67,9328,2760,192,0,0,0,17
26125,1,0,0,0,0,0,26,384,95,17,87,559.87,48980,18430,810,46.2,0,0,63
26139,1,0,0,0,1,0,4,99,21,3,31,565.25,24668,10850,773,14.4,0,0,25
26147,1,0,0,0,2,0,16,56,9,3,14,542.15,190539,80085,4212,120.8,0,1,313
26153,1,0,0,0,0,0,0,4,2,2,1,555.07,41170,17030,815,47.1,0,0,170
26161,1,0,0,0,0,0,8,113,24,7,54,549.39,75677,31870,1291,50.6,36.2,0,124
26163,1,0,0,0,2,0,22,608,77,27,231,705.4,367601,176010,8212,77.7,34.5,0,258
27137,1,0,0,0,0,0,17,90,9,8,32,1775.07,15165,8250,408,52.8,0,0,142
28011,2,0,0.056,0,0,0,12,26,2,1,0,6247.4,8259,2935,57,21,0,0,106
28033,2,0,0.057,0,0,0,9,41,8,3,6,536.27,18636,6960,327,29,0,0,168
28035,2,0,0,0,0,0,5,21,4,2,0,423.36,184945,83010,2910,46.7,11,0,244
28045,2,0,0.056,0,0,0,12,11,1,1,3,661.46,20758,8160,551,20.9,0,0,165
28047,2,0,0.058,0,0,0,9,54,11,8,9,759.1,47632,19310,714,31.7,15.9,0,106
28049,2,2.6,0.057,39.2,0,0,14,90,23,9,14,46923.27,208080,87295,4176,74.4,28.4,9,299
28059,2,2.8,0.057,28.4,1,0,8,46,5,2,10,406.62,23390,9005,372,13.6,0,0,220
28075,1,0,0.059,0,0,0,1,26,3,7,6,410.08,63343,28210,1438,24.3,22.6,0,159
28081,1,0,0.057,0,0,0,1,33,8,3,3,413.79,22786,8095,298,0,0,0,206
30013,1,0,0,0,0,0,11,43,7,3,7,507.8,1252,620,33,0,0,0,40
30027,1,0,0,8,0,0,16,24,2,1,1,823.22,2846,1510,144,38.3,0,0,37
30029,1,0,0,0,0,0,32,45,13,3,11,464.03,11050,5280,435,78.9,25.2,0,156
30031,1,0,0,26.4,0,0,20,45,12,2,5,647.98,103806,43480,4156,112.3,96.4,0,201
30049,1,1.2,0.052,0,0,0,23,27,6,3,2,681.77,30458,11610,815,38.2,0,0,122
30053,2,0,0,0,0,0,6,14,5,1,2,145545.8,2337,970,70,26.2,26.2,0,10
30063,1,0,0,0,0,0,13,41,12,2,3,2048.79,4397,1550,120,51.4,0,0,149
30071,1,0,0,7,0,0,2,13,0,1,1,3783.36,487,245,11,0,0,0,26
30075,1,0,0,9,0,0,1,6,0,0,0,2371.87,5911,2560,185,53.8,0,0,97
30081,1,0,0,0,0,0,22,22,3,1,0,4339.8,1077,570,36,60.7,0,0,48
30083,1,8.5,0,7,1,0,8,16,1,1,0,5087.66,43806,16890,1465,0,0,0,147
30087,1,0,0,6,1,0,4,15,0,1,0,4675.36,11004,3645,210,121,93.5,0,55
30089,1,0,0,0,0,0,5,16,1,1,0,2995.94,8937,4055,172,82.8,0,0,122
30093,2,0,0,0,0,0,0,12,3,2,1,1727.42,3309,1830,158,105.7,0,0,67
30111,2,15.3,0,0,0,0,4,62,11,4,8,3587.48,969,525,34,16.9,0,0,29
31025,1,0,0,0,0,0,7,15,1,0,1,2084.14,8016,4090,212,51.3,0,0,209
31055,1,34.8,0.052,0,1,0,21,198,49,18,31,76824.17,36565,18120,1012,77.8,16.2,0,324
31079,1,0,0,0,1,0,3,32,5,3,3,584.91,2356,1145,68,7.8,0,0,89
31153,1,0,0,0,0,0,2,67,5,4,14,376.05,14224,6880,306,45,25.1,0,293
31157,1,0,0,0,1,0,4,32,3,1,0,1061.6,21578,10655,558,70.2,4.6,0,490
31177,1,0,0,0,0,0,3,10,2,1,2,484.88,4158,2210,184,13.1,0,0,117
32003,3,5.1,0.058,61.2,0,0,43,429,69,47,85,431.08,24909,9715,478,68.5,42,0,68
32031,1,0,0.053,0,0,0,22,118,27,14,29,571.43,4123,1805,92,10.2,10.2,0,15
32033,1,0,0.055,0,0,0,4,12,0,1,0,2440.86,471519,209470,12614,143.5,42,0,299
35013,1,0,0,0,0,0,6,79,6,6,9,368.98,1748,640,46,68.4,0,0,24
35015,1,0,0.051,0,0,0,8,26,1,2,2,537.31,218195,89485,3716,140.3,59.9,0,260
35025,1,0,0,0,0,0,6,38,4,2,2,221.26,4198,1745,110,65.9,36.6,0,58
35045,1,14.8,0.061,24.7,2,0,4,63,7,3,7,628.78,146748,58130,1766,31.2,31.2,0,184
35049,1,0,0,0,0,0,6,52,16,3,14,331.9,27277,9245,447,68.5,68.5,0,177
35055,2,0,0,0,0,0,5,24,0,1,3,102.86,16637,5665,225,91,0,0,187
36001,2,1.4,0.051,0,0,0,23,76,28,7,77,6923.69,76688,27700,911,106.3,62.7,0,69
36005,2,4.8,0.05,63.7,0,0,1,440,61,15,19,4539.48,46091,19890,761,58.5,0,0,401
36013,1,1.8,0.055,0,0,0,11,51,13,5,13,3807.51,76576,36005,1601,30.6,11.4,0,145
36027,1,1,0.051,0,0,0,15,77,26,4,23,4831.09,44135,19380,1058,47,15.6,0,450
36029,2,2.7,0.052,43.2,0,0,27,219,61,16,89,109.17,294218,140505,7607,94.7,94.7,1,336
36031,1,0.7,0.058,0,0,0,11,17,7,3,3,2965.19,918702,434030,22940,227.8,63.2,3,896
36041,1,0.4,0.059,0,0,0,5,5,0,0,2,5860.84,47188,19235,1167,24.3,0,1,227
36047,2,0,0,0,0,0,4,572,226,17,18,5513.07,109834,54185,2444,80.5,0,0,320
36055,2,1.4,0.051,35.5,0,0,15,185,43,8,64,6646.68,70941,32625,1402,25.2,13.8,0,173
36059,1,8.1,0,0,0,0,17,315,91,13,48,3344.85,49221,21140,1074,42.2,40.2,0,203
36061,2,0,0.046,0,0,0,24,370,137,28,82,3823.74,1356924,660185,48608,83,83,6,323
36063,1,0,0.052,0,0,0,13,52,9,5,13,1066.18,1628706,875400,103925,23.1,23.1,29,247
36065,1,0,0,0,0,0,10,77,5,7,13,47126.4,209281,98585,4594,71.7,15.2,0,268
36067,2,0.7,0.055,0,0,0,10,124,25,7,48,522.8,228671,100765,4899,121,69.9,0,487
36071,1,0,0.05,0,0,0,28,82,22,7,18,42.1,109777,52950,2977,44,0,0,179
36075,1,0,0.054,0,0,1,4,39,2,2,2,1308.35,40352,17495,665,24,0,0,136
36079,1,0.8,0.055,0,0,0,2,22,5,1,0,1060.23,59493,27540,1391,56.4,8.3,0,272
36081,2,6.4,0.045,61.9,0,0,6,376,128,13,28,407.35,98320,49850,2898,35.4,35.4,0,102
36085,2,0,0.051,0,0,0,2,81,35,6,10,1037.85,158714,78575,2983,74,25.8,1,267
36087,1,0,0.053,0,0,0,6,67,51,4,12,634.71,476143,206775,9387,20.8,14.5,21,158
36089,1,85.1,0,0,0,0,7,40,16,5,10,498.76,325789,144060,10187,38.2,11.4,0,244
36091,1,0,0.053,0,0,0,10,50,11,3,30,1442.44,107740,43220,1915,142.6,0,0,315
36101,2,1.3,0.051,0,0,0,5,36,5,6,1,495.47,34016,15115,720,41.7,0,0,59
36103,1,1.4,0.052,0,0,0,30,347,59,14,119,492.94,95379,42245,1808,126.7,0,0,629
36117,1,0,0.054,0,0,0,1,38,2,1,11,631.76,61204,28175,1069,87.6,49.9,0,183
36119,1,0,0.05,0,0,1,18,254,82,18,65,654.84,89918,42285,1729,84.7,37,0,96
37003,1,0,0,0,0,0,12,11,0,1,1,22.83,169509,71315,3311,16.9,16.9,0,233
37011,1,0,0,0,0,0,8,14,2,1,0,644.07,27203,11415,548,0,0,0,242
37013,1,15.6,0,0,0,0,10,15,3,2,0,811.69,17557,6395,494,0,0,0,105
37019,1,47.3,0,0,1,1,7,21,7,3,6,1001.7,32722,12505,514,36.9,0,0,124
37021,1,0.7,0,0,0,0,14,59,30,4,33,230.31,142820,45375,2531,63,0,4,156
37027,1,1.3,0,0,0,0,0,26,1,1,2,58.37,216453,90790,4404,29.6,17.3,0,227
37033,1,0,0,0,0,0,6,6,0,0,0,809.98,69473,30150,2025,21.1,0,3,56
37035,2,0,0,0,1,0,6,44,10,2,9,204.52,22604,8950,247,7.7,6.6,0,90
37051,1,0,0,0,0,0,18,89,21,4,8,474.65,102139,46375,2163,82.5,0,0,148
37057,1,0,0,0,0,0,6,48,7,2,1,831.18,37009,18055,1926,0,0,0,39
37063,1,2.1,0,0,0,0,4,71,24,6,22,592.75,58741,24060,850,36.4,0,0,210
37065,1,0,0,0,0,0,7,19,0,1,0,338.14,321488,146585,7556,38.8,16.2,0,298
37081,1,0,0,0,0,0,9,137,25,7,43,827.19,21069,7985,259,8.5,0,0,62
37087,1,15,0,0,1,0,1,16,2,1,6,846.97,135976,51265,1692,35.8,9.4,0,135
37101,2,0,0,0,0,0,11,50,3,1,8,424.92,43938,17220,967,23,9.7,0,218
37117,1,1.1,0,0,1,0,1,12,0,1,2,708.96,21755,9045,334,28.3,0,0,239
37119,1,1.6,0.062,36.8,0,1,19,209,61,14,64,652.32,22440,9065,430,36.1,0,0,124
37121,1,0,0,0,0,0,0,6,3,1,2,261.85,1110356,508465,32102,124.4,21.5,0,657
37123,1,0,0,0,0,0,13,12,1,1,0,383.42,14964,5925,378,39.4,0,0,125
37129,1,0,0,0,0,0,7,50,17,2,12,816.22,94298,40445,2033,41.8,13.1,0,264
37131,1,0,0,16.1,0,0,2,8,1,0,1,285.98,234473,104265,7545,32.1,0,11,104
37145,1,8.5,0,0,2,0,2,13,0,1,3,531.57,13463,5315,209,15.8,0,0,42
37147,1,0,0,0,0,0,2,41,11,1,16,265.93,39490,16185,700,27.6,0,0,103
37159,1,0,0,0,0,0,5,38,8,2,7,353.06,91010,37355,1652,51,22.6,0,227
37173,1,0,0,0,0,0,0,8,2,3,5,254.96,71783,29195,1650,52.1,0,0,301
37183,1,1.7,0.042,31.6,0,0,12,218,52,8,138,449.57,44535,16665,859,21,0,0,73
38007,1,4.9,0.052,0,0,0,4,2,0,0,0,226.88,6832,2385,83,58.3,31.3,0,40
38013,1,19.8,0.049,14.9,0,0,6,6,0,0,0,392.32,3024,1670,160,48.5,0,0,68
38015,1,10.8,0.044,37.8,0,0,16,36,9,2,5,651.98,2115,1100,75,95.7,0,0,29
38017,1,3.5,0.047,36.3,0,0,30,59,5,9,23,237.79,95626,49725,3013,84,0,0,116
38025,1,5.1,0.048,11,0,0,10,6,0,0,0,565.55,2264,1240,99,55.6,0,0,13
38053,1,3.7,0.051,15.6,0,0,3,10,1,1,1,428.46,2497,1365,112,12.2,0,0,11
38057,2,25.7,0.048,13.1,3,0,4,6,0,1,0,312.56,9450,4535,264,107.9,0,0,58
38065,1,11.3,0.049,13,1,0,0,2,0,0,0,334.83,2879,1505,130,75.1,25.8,0,23
38101,1,8.5,0.051,15.4,0,0,10,36,3,3,4,635.45,10641,5470,403,152.5,0,0,262
38105,1,6,0,0,0,0,7,24,1,2,4,1436.38,3834,2005,188,70.5,0,0,42
39001,1,4,0,0,0,0,3,9,1,1,0,1659.14,37589,16685,1500,64.9,64.9,0,104
39003,1,4,0.05,0,0,0,9,36,8,5,10,708.82,27698,10050,388,17.6,0,2,187
39007,1,3,0,0,0,0,16,32,22,5,1,1351.19,53484,23770,1060,43.5,0,0,288
39009,1,0,0,0,0,0,5,20,0,3,6,1145.94,97241,39685,1900,109.2,33.7,5,328
39013,2,2,0,30,0,0,3,23,7,4,0,1873.95,45656,22750,968,52,0,0,341
39017,2,17,0.052,0,0,0,14,86,19,9,5,2760.32,43432,18690,535,20,0,1,264
39023,1,4,0.054,0,0,0,10,50,8,4,8,1926.27,38885,17675,577,41.3,0,0,200
39025,1,0,0.055,0,1,0,11,49,12,1,4,1825.3,134083,58685,2238,80.2,0,0,348
39027,1,0,0.053,0,0,0,19,17,1,1,1,981.78,206428,96915,3574,25.5,0,3,321
39029,1,2,0,0,0,0,11,38,4,2,1,722.51,41968,18400,735,41.8,0,0,223
39035,2,22,0.053,40,0,0,30,376,104,29,52,1186.85,41494,17955,802,82.1,0,0,232
39041,1,0,0.051,0,0,0,25,55,14,3,4,1435.78,38087,17910,805,36.2,0,0,161
39049,2,3,0.049,38,0,0,28,375,77,27,88,1094.09,28525,12225,598,40.2,0,0,244
39051,1,0,0,0,0,0,7,21,3,1,1,1214.92,1316756,619890,28412,174.8,0,0,899
39053,1,33,0,0,2,0,5,14,1,1,2,1334.74,42126,20065,958,46.2,24.4,0,206
39055,1,0,0.053,0,0,0,13,24,49,2,1,712.22,29898,11360,554,9.5,0,3,242
39057,1,0,0.051,0,0,0,5,38,10,3,10,2221.72,93649,45680,2802,0,0,0,143
39061,2,20,0.056,50,1,0,18,199,94,23,48,861.95,38875,16145,861,13.3,0,0,356
39067,1,0,0,0,0,0,1,5,0,1,1,1271.05,31365,13545,450,56.3,0,0,264
39081,2,13,0.054,0,2,0,4,23,2,4,0,503.6,32413,12830,624,41.4,0,0,261
39083,1,0,0.051,0,0,0,6,22,3,1,1,401.39,65325,27045,1252,123.6,0,2,237
39085,2,5,0.052,0,0,1,1,58,12,3,10,532.13,62322,27285,1098,11.1,0,0,284
39087,1,3,0,0,0,0,1,25,2,1,2,490.02,230149,115685,5980,77.1,28.4,1,213
39089,1,0,0.051,0,0,0,7,58,9,4,11,467.06,59463,24140,806,18.3,0,7,276
39093,2,0,0,0,1,0,15,92,17,8,11,428.67,45672,20585,845,52.6,0,0,289
39095,2,3,0,0,0,0,11,144,28,14,31,397.47,309833,136655,5623,138,27.1,1,379
39097,1,0,0.051,0,0,0,0,17,3,1,12,452.1,428348,192055,9655,112.4,31.9,9,406
39099,2,3,0,0,0,0,12,75,13,10,6,408.68,44731,18010,683,27.3,0,0,190
39101,1,0,0,0,0,0,2,26,1,1,1,531.89,228683,100590,5477,72.7,10,0,368
39103,2,0,0.07,0,0,0,11,43,8,3,1,563.91,65093,25325,1137,77.3,0,0,237
39109,1,0,0.048,0,0,0,9,34,9,2,5,598.1,41172,20285,1003,22.3,0,0,330
39113,2,0,0.052,0,0,0,20,161,34,17,52,443.1,13654,5370,251,11.3,0,3,179
39115,1,14,0,0,0,0,2,6,0,0,0,251.56,531687,235180,11141,60.8,0,0,644
39123,1,0,0,0,0,0,14,16,4,1,1,405.44,14424,3895,206,0,0,0,214
39133,2,0,0.055,0,0,0,8,52,4,1,10,405.91,27772,9820,415,44.2,0,0,247
39135,2,4.1,0.047,0,0,0,3,17,0,0,3,531.36,162466,78980,3044,69.2,21.2,0,224
39145,1,7,0,0,0,0,3,33,2,2,1,421.32,58518,27815,1336,59.7,0,0,311
39151,2,0,0.054,0,0,0,18,108,29,8,13,420.3,48590,23700,968,55.4,0,0,281
39153,2,2,0.053,0,0,0,11,150,42,14,35,408.33,370606,173775,8162,152,5.8,0,426
39155,2,0,0,0,0,0,11,71,23,6,9,525.49,541013,255805,13381,105.3,29.3,0,572
39165,1,0,0.057,0,0,0,6,46,16,4,29,491.1,13085,5110,148,16.5,0,0,195
39167,1,0,0.054,0,0,0,4,23,4,2,0,340.86,234602,105095,4352,37.5,0,0,333
39173,1,0,0.041,0,0,0,9,43,6,1,20,403.76,36692,16850,808,58.2,24.2,0,242
40017,1,0,0.063,0,0,0,10,45,4,2,6,398.01,28762,11215,466,41.3,0,0,460
40019,2,0,0.064,0,0,0,12,28,2,2,1,254.92,148306,63930,2723,75.2,0,0,473
40027,2,0,0.062,0,0,0,23,71,10,6,13,440.28,2137,1055,75,72.2,0,0,89
40031,1,0,0.061,0,0,0,21,48,3,5,7,424.12,5495,2180,83,0,0,0,150
40037,1,0,0.062,0,0,0,24,38,2,3,3,689.19,14142,5665,346,57.8,0,0,180
40043,1,0,0.053,0,0,0,3,9,0,1,2,551.02,43009,15360,749,0,0,0,162
40047,1,30,0,0,0,0,12,34,4,3,8,575.27,3859,1780,118,30.7,0,0,149
40069,1,0,0.079,0,0,0,9,13,0,1,0,617.21,6002,2320,98,39.1,0,0,146
40071,2,18,0,0,0,0,5,22,2,2,1,406.87,11085,3830,184,25.8,0,0,157
40097,1,13,0,0,0,0,6,22,1,1,8,770.36,16931,6140,296,22.1,0,0,78
40101,1,4,0,0,2,0,3,38,3,4,10,538.77,14073,6095,284,28.7,22.4,0,119
40109,2,2,0.064,39,0,0,26,241,32,32,99,761.35,11993,3845,158,8.8,0,0,228
40113,1,0,0.064,0,0,0,10,33,1,2,3,988.82,38465,14620,660,41.3,0,0,315
40121,2,0,0.064,0,0,0,1,34,2,2,6,1058.47,81784,35325,1855,13.8,0,0,390
40135,2,0,0,0,0,0,4,25,0,1,4,576.52,24258,9210,449,28.9,0,0,336
40143,2,7,0.058,38.1,0,0,19,183,37,24,72,642.94,7250,3085,133,58.2,0,0,286
40147,2,0,0.073,0,0,0,0,20,3,1,3,898.16,81289,34775,945,74.7,0,1,253
41001,1,0,0,0,0,0,9,12,1,1,0,952.31,20211,9395,752,41,0,0,164
41009,1,0,0,0,0,0,4,22,3,0,2,1850.01,40224,16795,1515,29.3,0,13,153
41013,1,0,0,0,0,0,20,8,1,2,1,954.99,64487,23130,1580,38.3,0,4,242
41017,1,0,0,0,0,0,8,49,21,2,14,655.39,22925,7470,714,0,0,0,102
41019,1,0,0,0,0,0,21,48,7,3,8,416.46,197692,76910,7322,64.6,0,0,144
41023,1,0,0,0,0,0,10,7,0,1,1,731.9,1912,700,76,48.3,0,0,35
41025,1,0,0,0,0,0,6,15,0,1,1,565.78,7199,2930,227,0,0,0,141
41029,1,0,0,0,0,0,29,62,9,3,24,708.82,23382,10790,1043,47.2,21.1,2,76
41031,1,0,0,0,0,0,6,12,0,1,3,697.35,220944,87915,6368,72.8,0,0,388
41033,1,0,0,0,0,0,5,24,6,1,5,2246.36,24658,7840,407,38.2,0,0,75
41035,1,0,0,0,0,0,8,30,3,1,8,470.82,87487,28755,2030,36.9,0,0,226
41037,1,0,0,0,0,0,10,8,1,1,1,567.96,68238,25305,1527,220.5,126,0,242
41039,2,0,0,0,0,0,21,114,28,6,23,684.7,7869,2860,201,15.3,0,0,89
41043,1,0,0,0,0,0,18,48,5,2,8,720.44,49962,18670,1567,33.9,0,2,188
41047,1,0,0,0,0,0,45,114,20,4,30,1395.84,30571,10485,705,49.6,0,0,180
41051,1,8,0,1.3,0,0,31,162,69,12,74,675.63,11603,4730,197,49.4,0,1,70
41059,1,0,0,0,0,0,6,34,4,2,3,2041.26,27036,9715,749,56.4,4.9,0,207
41061,1,0,0,0,0,0,8,14,4,1,1,871.13,77950,31015,1578,171.2,0,1,328
41063,1,0,0,0,0,0,2,7,1,1,2,570.25,26835,10940,748,91.9,18.1,0,161
41065,1,0,0,0,0,0,6,11,2,1,3,561.56,7208,2805,365,45.1,45.1,0,112
41067,1,0,0,0,0,0,16,130,49,5,75,415.45,26682,10930,704,119.9,0,1,152
42001,1,0,0,0,0,0,21,27,9,1,6,1242.4,107100,44070,2547,42.8,0,0,136
42003,2,59,0.055,35.5,1,0,48,290,119,32,90,95988.01,103009,49600,1974,52,0,0,242
42021,1,0,0,0,0,0,10,39,12,4,10,3018.19,187853,90235,4904,108.8,0,0,379
42049,1,0,0,0,0,0,9,75,22,9,9,9887.53,29910,14800,891,88,0,0,120
42069,1,0,0,0,0,0,17,48,23,6,6,2381.52,24763,11060,486,21.8,21.8,0,165
44003,1,0,0,0,0,0,7,46,12,1,9,575.95,48479,24205,1269,0,0,0,8
44007,2,2.8,0.047,52.9,0,0,3,200,51,15,47,827.03,82082,42660,2760,0,0,2,40
44009,1,0,0,0,0,0,5,39,8,2,7,652.43,638931,295505,15985,39.6,12.1,7,473
45003,1,0,0.056,0,0,0,8,40,12,1,10,459.08,24527,9340,338,26.8,0,0,163
45007,1,0,0.069,0,0,0,8,56,8,4,6,358.18,8688,2675,125,44.7,14.9,0,69
45015,1,0,0.053,0,2,0,8,48,9,1,3,1228.59,192122,76565,5347,4.3,4,0,70
45019,1,6.9,0.06,32,0,0,11,88,37,12,22,672.58,14553,6220,233,35.1,0,0,66
45025,1,0,0.06,0,0,0,8,16,6,1,1,483.04,32244,12360,542,75.8,0,0,191
45031,1,0,0.057,0,0,0,8,23,6,2,0,458.37,37677,14950,751,22.3,22.3,0,231
45037,1,0,0.052,0,0,0,3,11,1,1,1,544.96,162809,68990,2361,42.7,0,0,202
45041,2,0,0,0,0,0,3,41,10,6,9,778.63,22347,8605,320,68.5,4.9,0,143
45045,2,0.9,0.066,35,0,0,17,107,41,12,34,1074.37,62680,23325,1826,43.4,0,1,114
45051,1,0,0.059,0,0,0,8,57,11,6,14,1133.79,19222,7675,328,50.9,22.5,0,113
45063,2,1.3,0,0,0,0,10,71,11,3,10,1027.55,16828,5860,189,10.7,0,0,94
45073,1,0.5,0,0,0,1,4,17,7,1,6,168.53,38440,16065,750,52.5,0,0,220
45079,1,1,0.055,31,1,0,7,105,28,17,35,329.24,126884,50900,2037,26.9,26.6,0,274
45083,1,0,0.062,0,0,0,4,85,11,6,36,490.48,20473,8400,246,14.4,0,0,126
45091,1,2.3,0.05,0,0,1,5,65,10,2,16,393.37,30368,11550,482,61.5,27.5,0,198
46033,1,0,0,0,0,0,9,7,0,1,0,799.96,4086,1245,34,87.1,0,0,51
47009,1,0.8,0.048,5.8,0,0,11,31,7,2,5,507.23,16160,5755,302,12.7,0,0,150
47065,1,0,0.063,0,0,1,9,78,35,13,40,2093.9,13427,4310,149,0,0,0,85
47093,2,0,0.052,0,0,0,12,90,38,11,25,394.14,54495,22550,704,23.6,0,0,122
47155,1,0,0,0,0,0,5,28,5,1,11,222.34,22068,7600,329,68.3,0,0,111
48027,1,0,0,22.7,0,0,24,121,10,10,15,522.18,3509,1425,104,0,0,0,61
48029,2,3.6,0,39.7,1,0,72,567,71,47,81,544.73,32565,10090,479,0,0,0,131
48037,1,0,0,0,0,0,5,52,3,6,0,434.68,654,280,9,0,0,0,52
48039,1,0,0.044,0,0,0,48,106,13,6,9,401.1,18685,7060,286,39,39,0,143
48043,1,0,0.049,0,0,0,8,6,1,1,2,360.71,374264,155870,5667,105.1,0,21,602
48061,2,0,0.047,0,0,0,15,186,15,11,5,413.36,21290,9575,443,26,0,16,101
48085,1,0,0,0,0,0,56,291,48,28,17,582.6,3387,1465,59,0,0,0,100
48113,1,0,0.047,43,0,0,109,756,142,58,134,867.48,2171,1035,57,65.6,18.7,0,135
48121,1,0,0,32.2,0,0,61,237,29,20,54,709.25,18546,8350,394,22.2,0,0,27
48135,1,0,0,0,0,0,6,48,7,5,4,900,11157,3980,153,45.1,0,0,17
48139,1,2.4,0,29.8,0,0,22,62,4,3,4,944.43,166223,70345,3639,36.6,0,0,232
48141,1,7,0.05,68.6,0,0,14,278,37,19,29,659.03,1932,925,41,0,0,0,141
48161,1,4.8,0,0,0,0,5,15,0,1,0,597.14,811688,319775,13459,109.7,33.8,0,60
48167,1,0,0,0,0,0,17,96,20,4,17,1088.72,20306,6650,327,34.7,0,0,168
48183,1,19.5,0,16,0,0,9,45,8,7,2,937.75,21886,9180,555,24.8,0,0,286
48203,1,16.9,0,14.2,1,0,4,32,3,1,2,871.28,57602,23985,810,69.3,0,0,77
48215,1,0,0.047,0,0,0,11,354,22,17,10,901.72,3819,1885,144,31.7,0,0,196
48221,1,0,0,0,0,0,17,17,1,1,0,1793.48,36649,14040,645,39.2,9.6,0,410
48227,1,110.5,0,0,0,0,0,15,1,3,2,2117.86,37084,14985,765,75.7,0,0,84
48231,1,0,0,25.1,0,0,19,47,1,2,4,1012.69,36664,14140,736,35.1,0,0,193
48233,1,84.9,0,0,0,0,0,13,0,1,1,1083.07,4886,1100,30,106,77.8,0,129
48245,2,13.4,0.047,36.1,0,0,12,85,7,15,12,704.4,35529,12435,605,86.3,0,0,169
48251,1,0,0,0,0,0,11,71,9,1,0,877.74,5200,1530,84,12.2,0,0,444
48255,1,0,0,22,0,0,0,12,0,1,1,1502.38,175817,69925,2833,92.6,25,0,177
48257,1,8.9,0,25.5,0,0,12,53,2,3,1,378.36,20083,5280,276,0,0,0,373
48273,1,0,0,0,0,0,2,16,3,1,1,273.3,272,165,0,0,0,0,45
48303,1,0,0,0,0,0,16,108,11,11,14,873.75,21795,7055,461,20.1,0,0,84
48309,1,6.3,0,0,1,0,11,129,10,4,23,908.39,5951,2305,84,3.9,0,0,5
48323,1,0,0,0,0,0,3,24,2,1,0,887.42,4274,2110,146,0,0,0,118
48331,1,2.1,0,0,0,0,6,17,2,2,1,938.85,2138,835,45,0,0,0,63
48349,1,84.8,0,31.8,0,0,9,26,2,1,2,662.45,1200,430,26,0,0,0,51
48355,1,3.5,0.048,0,0,0,20,126,18,15,12,1103.32,13595,4385,125,24.2,0,0,157
48361,2,69.3,0.043,26.3,0,0,2,25,2,1,3,1360.06,9836,4745,349,0,0,0,32
48367,1,0,0,0,0,0,16,41,7,2,11,907.19,29189,11685,617,36.5,0,0,237
48373,1,0,0.054,0,0,0,3,18,2,1,3,1486.69,9605,4500,198,49.2,0,0,26
48375,1,62.2,0,0,1,0,5,50,4,9,3,969.71,15823,6155,329,77.5,8.5,0,469
48395,1,1.7,0,0,2,0,0,12,0,0,1,891.87,6948,3010,145,36.9,0,0,136
48397,1,0,0,0,0,0,0,27,4,3,6,1065.6,854,400,20,17.5,0,0,22
48401,1,86.8,0,0,1,0,0,27,1,1,1,1139.43,104915,42010,2269,14.3,0,0,70
48423,1,0,0,15.5,0,0,17,67,9,10,11,748.26,25274,9405,496,59.5,0,0,181
48439,2,0,0,46.7,0,0,76,586,86,57,102,1009.63,3776,1710,127,0,0,0,92
48449,1,9.6,0,0,1,0,1,14,1,1,1,1500.53,12337,4565,232,37.1,0,0,5
48453,2,1.3,0,43,0,0,58,302,60,30,176,951.79,32750,13750,630,45.6,0,0,159
48469,1,0,0.052,0,0,0,10,35,8,6,3,229.45,49025,19160,804,90.2,90.2,0,111
48479,1,0,0.047,0,0,0,5,91,6,6,7,2635.38,11998,4710,300,50.9,0,0,54
48493,1,0,0,35,0,0,0,35,1,1,2,491.39,21358,5990,195,17.9,0,2,119
49003,1,0,0.054,12,0,0,3,25,1,2,7,923.04,11840,4225,103,0,0,0,72
49005,3,0,0.056,30.9,0,0,6,46,2,2,15,921.45,6710,2750,164,34.5,0,0,53
49007,1,0,0.057,20.3,0,0,2,11,0,1,0,186.46,56046,21460,1164,172.6,0,0,183
49011,2,0,0.057,44.7,0,0,6,109,9,6,16,896.72,20463,8805,489,92.3,33.7,0,73
49013,2,0,0.062,30.7,0,0,4,13,1,2,0,923.45,950,280,26,0,0,0,12
49017,1,0,0.058,0,0,0,5,9,1,1,0,1453.93,19938,7760,628,0,0,0,86
49021,1,0,0.053,41.4,0,0,13,19,2,1,3,863.61,5051,2060,170,0,0,0,92
49035,2,4.9,0.059,262.3,0,0,32,316,54,25,106,990.2,1479,595,26,0,0,0,18
49037,1,0,0.051,0,0,0,6,13,2,2,4,693.61,2483,710,100,0,0,0,20
49045,2,0,0.056,20.6,0,0,8,30,2,1,2,1551.95,21620,8445,522,0,0,0,160
49047,2,0,0.055,37.8,1,0,4,16,1,1,3,3144.75,42145,20740,2423,50.6,0,0,141
49049,1,0,0.062,38.5,0,0,12,189,16,10,42,842.56,72259,26615,887,190.1,103.9,0,33
49053,1,0,0.055,28.3,0,0,6,57,9,2,21,784.17,636235,245975,13523,149.9,96.4,0,266
49057,2,0,0.057,42.7,0,0,18,82,12,3,15,835.6,177556,58860,5076,0,0,0,177
