Fips_code,PM2.5 24hr 2012,SO2 24-hour 1971,Ozone 8-hour 2015,NO2 1-hour,Coal_Plants,Power_Plants,Airports,Public_Schools,Private Schools,Hospitals,Fuel_Stations,Land_area(mi^2),Population,Number_of_resident_workers,Number_of_business_establishments,Route_miles_of_freight_railroad,Route_miles_of_passenger_railroad_and_rail_transit,Total_Docks,Number_of_Bridges
1073,7.917857,0.993548,0.032207,24.99763,0.000899863,0,0.024296307,0.155676337,0.046792887,14,24,1111.28,658573,292780,16430,318.4,41.9,4,1051
4013,13.51375,1.04125,0.03225,33.15185,0,0.000216328,0.029204344,0.275602475,0.032881928,78,267,4622.6,21108,6265,337,75.1,0,0,302
5035,6.541935,0,0.0317,17.36374,0,0,0.003916193,0.026107956,0.002610796,3,4,766.05,63257,25210,1072,56.1,32.3,1,248
5119,7.596678,0.783516,0.031378,19.6011,0,0,0.021097325,0.167460014,0.040876066,20,34,758.39,8062,3325,149,4.4,0,0,93
6065,4.597661,0,0.042194,7.93871,0,0,0.053450211,0.682826447,0.126944251,24,241,748.36,18807,7190,590,145.1,0,0,150
6079,6.416,0,0.032977,13.87097,0,0.000720093,0.008641113,0.059767698,0.013681762,6,54,1388.71,762148,277800,11512,236,96.8,2,645
6083,4.393817,0.033334,0.033119,7.15614,0,0,0.00285264,0.029477278,0.006656159,9,75,4206.63,766573,387600,21366,41.3,34.2,5,362
6111,4.068168,0,0.040124,15.48482,0,0,0.036519978,0.391759765,0.091299945,12,129,602.41,54478,19075,1295,28.9,0,0,129
8001,6.294118,0.871667,0.034579,43.30741,0,0,0.007876921,0.032958696,0.003731173,7,22,4824.22,78668,27105,819,53.6,15.9,0,144
8031,5.077962,0.742917,0.031036,46.74553,0,0,0.025301723,0.536396529,0.108797409,18,140,395.23,31162,10985,824,69.7,0,0,64
8059,0,0,0.041091,11.72833,0,0,0.053368913,1.147431621,0.200133422,3,79,149.9,1392,725,68,0,0,0,45
8067,0,0,0.0413,3.174194,0,0,0.003142678,0.015084852,0.004399749,2,8,1591,8127,4190,213,0,0,0,16
8103,7.422581,0,0.036533,10.27742,0,0,0.00369283,0.009232076,0.001846415,2,4,541.59,168424,64700,3117,129.4,0,0,263
10003,7.191985,0.380454,0.02725,29.28148,0,0,0.01846702,0.144477275,0.059746241,10,25,920.56,180786,76485,3583,43,0,0,198
12031,7.915179,0.901813,0.03781,19.57495,0.000984581,0,0.023629955,0.215623339,0.110273123,15,63,1015.66,16826,4795,190,0,0,0,55
13089,6.751759,-0.11333,0.027102,24.15583,0,0,0.064791636,0.447651303,0.191429834,16,40,339.55,26404,9815,585,56.3,0,0,74
13121,6.85,0.196667,0,27.04237,0,0,0.046821046,0.388224507,0.18338243,18,224,512.59,23349,7800,453,14.2,0,0,117
17031,10.12199,0.889218,0.030107,27.42603,0.008492208,0,0.250520148,5.957284192,1.906500786,73,257,235.51,50621,24585,1174,58.2,20.3,0,305
17117,0,-0.06923,0,5.777586,0,0,0.026919971,0.055762797,0.001922855,2,2,520.06,104009,47650,2417,120.8,0,0,346
17163,10.2375,0.888333,0,19.39833,0,0,0.012789723,0.133581549,0.027000526,4,15,703.69,141879,67155,3077,66.2,0,2,275
18089,9.808952,0.832222,0.033648,21.4,0,0,0.078426247,0.428076596,0.091497288,16,26,306.02,39614,15865,852,4.1,0,0,100
18097,9.741604,0.224167,0.031095,21.38362,0,0,0.163788985,0.870128984,0.269569371,22,74,293.06,129569,54725,2264,82.3,0,0,297
18141,8.240146,0,0.035527,17.84194,0,0,0.017423337,0.181700518,0.089605735,7,27,401.76,16581,7575,361,23.2,18.3,0,227
18163,7.582607,-0.19,0.03512,16.51053,0,0,0.006243107,0.083241421,0.031215533,6,14,480.53,7054,3305,118,30.7,16.4,0,57
19153,6.663992,0,0.036604,13.17731,0,0,0.017824994,0.231724925,0.033867489,9,60,561.01,6619,3400,218,43.4,0,0,208
19177,6.951613,0.329752,0.037033,3.376106,0,0,0.003738737,0.005608106,0,1,0,534.94,12241,6275,332,24.8,24.8,0,187
22005,0,0,0.034213,14.04773,0,0,0.031940945,0.095822834,0.010646982,5,5,281.77,25627,8375,309,57.5,0,0,183
22019,0,0.186478,0.033761,15.62954,0.006594131,0,0.145070887,0.402242005,0.072535443,13,6,151.65,240204,106110,6293,142.1,0,1,688
22033,5.365,0.549351,0.03284,12.75093,0,0,0.189044425,0.562632219,0.207048656,21,24,222.17,27463,10525,427,74.8,0,0,206
22047,0,0,0.036616,8.908451,0,0,0.008409115,0.012013022,0.001201302,1,0,832.43,69830,30545,1602,45.3,17.5,14,145
22051,0,0,0.036694,15.28667,0,0,0.020954799,0.112169808,0.059166492,17,16,811.27,15744,5280,242,12.8,0,0,165
22063,0,0,0.037141,5.377778,0,0,0.011298956,0.062144259,0.004237109,1,1,708.03,46742,20610,1098,27.2,0,0,178
22071,0,0,0,21.28111,0,0,0.039528296,0.204229528,0.090036673,13,20,455.37,38158,13585,803,67.6,0,0,321
22121,0,0.995697,0.032011,19.75778,0,0,0,0.017887808,0.005366342,0,1,559.04,38340,14840,784,62.7,0,0,195
23005,9.201096,0.113274,0.042725,19.26552,0,0,0.145492092,0.450556155,0.107945746,8,38,213.07,67055,29995,1935,249.8,0,0,223
23011,0,0,0,13.48,0,0,0.025207966,0.100831863,0.014404552,8,8,555.38,54987,25550,2283,8.7,0,0,70
24005,6.225287,0.527059,0.039423,24.9513,0,0,0.018945574,0.182088013,0.091570272,6,26,950.09,579234,293520,14338,25.3,21.5,3,376
24023,4.001163,0.329268,0.037872,3.283721,0,0,0.013693753,0.032865007,0.008216252,1,1,365.13,259547,127025,6214,78.1,34.4,0,477
24027,6.687356,0,0,23.91059,0,0,0.000963001,0.036594056,0.011074517,3,39,2076.84,255441,127350,5517,43.6,18.8,0,270
24510,5.418605,0,0,29.51325,0,0,0.013371218,0.294166806,0.100284138,17,131,598.3,52276,23365,2180,28.1,0,0,82
25009,5.1375,0,0,20.34,0,0,0.054614965,0.489350082,0.131075915,16,49,457.75,17332,8225,1111,0,0,0,5
25013,9.311204,0.432075,0,22.49167,0,0,0.031807579,0.246887401,0.053012632,10,31,660.22,70180,36410,1574,100.4,25.8,0,297
25015,8.625,0.087719,0,8.762712,0,0,0.007726781,0.075722454,0.015453562,4,35,647.1,466372,210670,9584,111.8,70.1,0,428
25017,6.643333,0,0,25.47458,0,0,0.102953625,0.873961884,0.304285159,24,170,437.09,160830,81190,3585,42.5,15.1,0,258
25021,5.376,0,0,14,0,0,0.046926326,0.69667545,0.238241346,14,67,277.03,11399,6165,1062,0,0,0,2
25025,7.111494,0.493772,0.028814,29.28851,0,0,0.020717231,0.343906027,0.084940645,24,104,482.69,521202,252515,12744,74.5,48.1,1,284
