Fips_code,PM2.5 24hr 2012,SO2 24-hour 1971,Ozone 8-hour 2015,NO2 1-hour,Coal_Plants,Power_Plants,Airports,Public_Schools,Private Schools,Hospitals,Fuel_Stations,Land_area(mi^2),Population,Number_of_resident_workers,Number_of_business_establishments,Route_miles_of_freight_railroad,Route_miles_of_passenger_railroad_and_rail_transit,Total_Docks,Number_of_Bridges
1073,7.917857,0.993548,0.032207,24.99763,0.000899863,0,0.024296307,0.155676337,0.046792887,14,24,1111.28,658573,292780,16430,318.4,41.9,4,1051
4003,0,0,0.042328,0,6.87E-06,0,0.000171816,0.000570428,2.06E-05,9,4,145504.79,71887,18055,458,124,53.7,0,256
4005,0,0,0.043634,0,0,0,0.000105639,0.000677852,4.40E-05,5,13,113594.08,125922,46330,2178,139.3,101.6,0,501
4007,0,1.96451,0.040303,0,0,0,0.000357222,0.003214998,0.000267916,4,2,11197.52,143476,63960,3746,285.6,196.2,0,403
4012,2.911111,0,0.042614,0,0,0,0.001471228,0.002942456,0,2,1,4757.93,9498,3545,83,41.2,0,0,89
4013,13.51375,1.04125,0.03225,33.15185,0,0.000216328,0.029204344,0.275602475,0.032881928,78,267,4622.6,21108,6265,337,75.1,0,0,302
4017,0,0,0.040373,0,0.00022224,0,0.001777924,0.020223885,0.002222405,6,7,4499.63,212181,65395,3784,122.8,119.5,0,623
4021,0,0,0.04383,0,0,0,0.000601003,0.010818055,0.000225376,7,16,13311.08,1047279,423600,20300,121.6,86.2,0,1085
4025,0,0,0.0433,0,0,0,0.002503527,0.010884899,0.001306188,7,16,9187.04,46498,17220,1153,30.2,0,0,133
4027,6.748352,0,0.041382,0,0,0,0.00093186,0.015468884,0.00093186,3,5,5365.61,235099,81005,5985,213.9,48.4,0,540
5035,6.541935,0,0.0317,17.36374,0,0,0.003916193,0.026107956,0.002610796,3,4,766.05,63257,25210,1072,56.1,32.3,1,248
5101,0,0,0.0369,0,0,0,0.001110408,0.007772855,0,0,1,900.57,8252,3100,121,16.5,13.8,0,134
5113,5.480645,0,0.035214,0,0,0,0.001813565,0.016322089,0,1,0,551.4,23528,9060,351,61.1,0,0,200
5119,7.596678,0.783516,0.031378,19.6011,0,0,0.021097325,0.167460014,0.040876066,20,34,758.39,8062,3325,149,4.4,0,0,93
5143,5.406667,0,0.037434,0,0,0,0.004963272,0.114155251,0.014889815,11,21,604.44,16545,5400,310,0,0,0,98
6019,15.32862,0,0.039202,0,0,0,0.036274154,0.344114273,0.022548799,15,97,1020.01,192843,78175,4516,0,0,0,184
6027,0,0,0.039646,0,0,0,0.004098649,0.014638031,0.000585521,2,1,1707.88,181215,57190,2538,203.6,89.6,0,450
6031,18.7,0,0.031622,0,0,0,0.012938087,0.05175235,0.003044256,4,6,1313.95,900202,323690,12924,349.1,41.6,0,662
6043,0,0,0.042339,0,0,0,0.001591774,0.01273419,0.000795887,1,1,1256.46,258826,127180,10070,11,0,1,205
6057,5.451418,0,0.041466,0,0,0,0.004651235,0.027390606,0.004134431,2,6,1934.97,137744,68275,4270,39.2,0,0,154
6065,4.597661,0,0.042194,7.93871,0,0,0.053450211,0.682826447,0.126944251,24,241,748.36,18807,7190,590,145.1,0,0,150
6069,0,0,0.037847,0,0,0,0.00252982,0.034152573,0.006324551,2,0,790.57,1552058,632480,29515,158.5,80.3,2,735
6071,0,0,0.046186,0,0.000710727,0,0.03553635,0.400139302,0.060411795,32,211,1407.01,62808,25605,986,11.5,2,0,75
6073,0,0,0.022,0,0,0,0.019192805,0.303559678,0.072462633,38,420,2553.04,2180085,834180,35635,766.9,371.5,0,1419
6079,6.416,0,0.032977,13.87097,0,0.000720093,0.008641113,0.059767698,0.013681762,6,54,1388.71,762148,277800,11512,236,96.8,2,645
6083,4.393817,0.033334,0.033119,7.15614,0,0,0.00285264,0.029477278,0.006656159,9,75,4206.63,766573,387600,21366,41.3,34.2,5,362
6089,8.711111,0,0.041672,0,0,0,0.00363794,0.032135137,0.002728455,7,11,3298.57,273213,128895,7061,42.2,2.3,0,192
6107,20.14118,0,0.034186,0,0,0,0.004442047,0.12437732,0.007614938,7,60,1575.85,12285,4590,246,0,0,0,194
6111,4.068168,0,0.040124,15.48482,0,0,0.036519978,0.391759765,0.091299945,12,129,602.41,54478,19075,1295,28.9,0,0,129
8001,6.294118,0.871667,0.034579,43.30741,0,0,0.007876921,0.032958696,0.003731173,7,22,4824.22,78668,27105,819,53.6,15.9,0,144
8005,3.376471,0,0.04196,0,0,0,0.04177676,0.090064184,0.015734104,9,13,1843.13,16233,6240,510,31.7,0,0,16
8013,4.139286,0,0.041281,0,0,0,0.026549052,0.075365049,0.019697683,7,92,1167.65,5577,1300,56,70.2,36.9,0,68
8019,0,0,0.045757,0,0,0,0.000782788,0.00195697,0,0,1,2554.97,1831,965,64,62.6,0,0,61
8031,5.077962,0.742917,0.031036,46.74553,0,0,0.025301723,0.536396529,0.108797409,18,140,395.23,31162,10985,824,69.7,0,0,64
8035,2.551429,0,0.04122,0,0,0,0.012225437,0.07579771,0.015485554,6,23,1226.95,2055,735,56,0,0,0,30
8041,0,0.922034,0.041746,0,0.001751237,0,0.013134276,0.201392233,0.02189046,12,52,1142.05,26729,12410,622,28.5,0,0,85
8045,0,0,0.036978,0,0,0,0.010308795,0.025303407,0.004685816,2,14,1067.05,47839,14100,865,30,0,0,137
8047,0,0,0.047576,0,0,0,0,0.002380244,0,0,2,840.25,60061,29415,2447,71.1,65.1,0,167
8051,0,0,0.047153,0,0,0,0.001620877,0.003782046,0,1,2,1850.85,15734,8235,843,65.5,65.5,0,82
8059,0,0,0.041091,11.72833,0,0,0.053368913,1.147431621,0.200133422,3,79,149.9,1392,725,68,0,0,0,45
8067,0,0,0.0413,3.174194,0,0,0.003142678,0.015084852,0.004399749,2,8,1591,8127,4190,213,0,0,0,16
8069,0,0,0.043336,0,0.000619686,0,0.014252782,0.058250502,0.00805592,8,52,1613.72,56221,27715,2400,32.7,32.7,0,95
8077,0,0,0.039674,0,0,0,0.031837839,0.14592343,0.021225226,4,17,376.91,22409,10350,581,111.1,0,0,182
8083,0,0,0.04149,0,0,0,0.000419053,0.003981,0.000419053,1,0,4772.67,13283,6260,405,53.4,0,0,79
8103,7.422581,0,0.036533,10.27742,0,0,0.00369283,0.009232076,0.001846415,2,4,541.59,168424,64700,3117,129.4,0,0,263
8123,4.408333,0,0.037375,0,0,0,0.046452812,0.258071176,0.018064982,2,59,387.49,4908,2140,115,40.2,37.4,0,77
10003,7.191985,0.380454,0.02725,29.28148,0,0,0.01846702,0.144477275,0.059746241,10,25,920.56,180786,76485,3583,43,0,0,198
12001,7.551099,0,0.038056,0,0.001504031,0,0.031584647,0.103778125,0.034592708,6,17,664.88,705749,345735,23585,31.7,22.5,2,244
12005,0,0,0.03631,0,0,0,0.044842175,0.103331969,0.013647618,5,8,512.91,29210,10050,388,39.9,0,0,90
12031,7.915179,0.901813,0.03781,19.57495,0.000984581,0,0.023629955,0.215623339,0.110273123,15,63,1015.66,16826,4795,190,0,0,0,55
12059,0,0,0.037235,0,0,0,0.015493967,0.023240951,0.001936746,1,0,516.33,1471968,623335,36819,179.1,24.8,38,814
12061,0,0,0.040192,0,0,0,0.040036605,0.082932967,0.02287806,4,2,349.68,19617,6335,259,23.4,0,0,156
12077,0,0,0.034667,0,0,0,0,0.009801904,0,0,0,1020.21,41503,13825,750,19.3,0,0,76
12083,0,0,0.039028,0,0,0,0.030509066,0.075183054,0.031598675,7,12,917.76,403253,143025,9128,39.8,0,6,201
12091,0,0,0.035679,0,0,0,0.029991752,0.076478968,0.008997526,6,8,666.85,88625,32700,1863,79.2,23.8,3,102
12099,6.215272,0,0.038648,0,0,0,0.061917004,0.376886113,0.130564118,20,77,742.93,375751,135410,6279,14.1,14.1,0,241
12101,0,0,0.039789,0,0,0,0.010097504,0.076362374,0.019563914,10,14,1584.55,1496770,626365,48689,191.8,82,6,604
12105,9.372,0.602273,0.039163,0,0.000526948,0,0.018970133,0.086419493,0.024239614,6,18,1897.72,974996,424110,28754,29.9,0,5,422
12115,8.201099,0,0.037876,0,0,0,0.012175819,0.068627342,0.036527456,7,42,903.43,184313,70780,2745,28.5,0,0,193
13059,7.975824,0,0.034414,0,0,0,0.010846575,0.119312327,0.037963013,3,2,184.39,258773,111945,5419,28.5,0,0,158
13089,6.751759,-0.11333,0.027102,24.15583,0,0,0.064791636,0.447651303,0.191429834,16,40,339.55,26404,9815,585,56.3,0,0,74
17019,7.171667,0.333333,0.028439,0,0.002224892,0,0.046722734,0.135718418,0.037823166,3,23,449.46,12147,6055,238,11,0,2,77
17023,0,0,0.033633,0,0,0,0.001910209,0.002455983,0,0,0,3664.52,32304,14900,712,63.6,0,0,323
17031,10.12199,0.889218,0.030107,27.42603,0.008492208,0,0.250520148,5.957284192,1.906500786,73,257,235.51,50621,24585,1174,58.2,20.3,0,305
18003,8.306667,0,0.033617,0,0,0,0.055472518,0.134058585,0.08012697,11,23,648.97,35777,14800,743,6.5,0,0,192
18005,6.333333,0,0.034607,0,0,0,0.016930296,0.045953659,0.016930296,1,0,413.46,379299,170280,9192,133,0,0,601
18011,0,0,0.034733,0,0,0,0.033185229,0.031341605,0.014748991,1,5,542.41,11758,5180,244,16.9,0,0,75
18013,0,0,0.0368,0,0,0,0.00533267,0.010665339,0,0,1,562.57,67843,30910,1525,23.4,4.6,0,286
18015,0,0,0.032533,0,0,0,0.015410263,0.008405598,0.001400933,0,0,713.81,15092,6855,348,11.3,0,0,113
18019,7.473406,0,0.035433,0,0,0,0.014614541,0.048227987,0.005845817,4,7,684.25,37689,17165,679,55.3,0,0,186
18035,8.040625,0,0.0344,0,0,0,0.022117913,0.088471652,0.007372638,3,2,406.91,43475,19990,976,58.4,20.2,0,147
18039,7.744828,0,0.0328,0,0,0,0.090865035,0.345287134,0.260479767,3,11,165.08,42736,21760,1290,50.4,2.7,0,218
18043,0,0.443636,0.035,0,0.003205334,0,0.016026668,0.054490672,0.012821335,3,5,311.98,23102,9375,446,29.9,24.9,0,100
18055,7.048148,0,0.035133,0,0,0,0.022902761,0.045805523,0,1,1,305.64,65769,28845,1291,65.9,0,0,276
18057,8.190027,0,0.034967,0,0,0,0.041910173,0.165312347,0.058208573,8,13,429.49,31922,13975,562,85.8,0,0,239
18063,0,0,0.033267,0,0,0,0.035830439,0.118516069,0.002756188,2,10,362.82,40515,17885,694,24.9,7.8,0,124
18067,8.206667,0,0.033833,0,0,0,0.011702202,0.063191893,0.014042643,3,0,427.27,47972,19515,834,29.4,0,0,205
18089,9.808952,0.832222,0.033648,21.4,0,0,0.078426247,0.428076596,0.091497288,16,26,306.02,39614,15865,852,4.1,0,0,100
18091,8.564286,0,0.035312,0,0.002063898,0,0.026830678,0.074300338,0.016511186,3,8,484.52,485493,209790,10090,276.6,62.8,8,491
18095,7.93,0,0.034533,0,0,0,0,0.079105849,0.017862611,5,6,391.88,45370,20385,934,25,0,0,165
18097,9.741604,0.224167,0.031095,21.38362,0,0,0.163788985,0.870128984,0.269569371,22,74,293.06,129569,54725,2264,82.3,0,0,297
18123,0,0,0.037,0,0,0,0.004452657,0.011131643,0.002226329,1,0,449.17,16937,6620,266,5.2,0,0,202
18127,8.67,1.251649,0.035019,0,0,0,0.010093364,0.136260409,0.02775675,3,41,396.3,12389,5840,190,53.5,0,0,172
18129,0,0,0.034741,0,0.002254131,0,0.027049568,0.020287176,0.006762392,0,0,443.63,170389,77010,3564,131.6,49.7,7,272
18141,8.240146,0,0.035527,17.84194,0,0,0.017423337,0.181700518,0.089605735,7,27,401.76,16581,7575,361,23.2,18.3,0,227
18145,0,0,0.031967,0,0,0,0.011609009,0.197353146,0.023218017,1,2,86.14,23873,10360,400,12.2,0,0,116
18163,7.582607,-0.19,0.03512,16.51053,0,0,0.006243107,0.083241421,0.031215533,6,14,480.53,7054,3305,118,30.7,16.4,0,57
18167,7.498428,1.23,0.03305,0,0,0,0.002239993,0.064959792,0.013439957,4,12,446.43,15498,6375,268,47.6,0,0,127
18173,0,0,0.034833,0,0.010504202,0,0.005252101,0.094537815,0.010504202,4,3,190.4,8265,3920,126,29,0,0,133
19017,0,0,0.036733,0,0,0,0.00274213,0.052100472,0.00548426,2,0,364.68,26234,13445,573,24.4,0,0,134
19045,8.817043,0.344538,0.036322,0,0.001767503,0,0.005302508,0.031815049,0.003535005,3,4,565.77,17549,8790,538,59.3,0,1,262
19085,0,0,0.038686,0,0,0,0.003760247,0.018801233,0,1,0,531.88,16846,8350,560,69.6,0,0,251
19113,8.425816,0.525512,0.034821,0,0.003502566,0,0.008756414,0.134848777,0.024517959,2,26,571.01,33657,16085,875,61,19.8,6,218
19137,6.36129,0,0.037914,0,0,0,0.003474514,0.015635315,0,1,2,575.62,7707,3605,183,78.5,39.6,0,140
19147,6.425806,0,0.039066,0,0,0,0.004977972,0.024889862,0.002488986,1,2,401.77,15107,7065,402,11,0,0,199
19153,6.663992,0,0.036604,13.17731,0,0,0.017824994,0.231724925,0.033867489,9,60,561.01,6619,3400,218,43.4,0,0,208
19163,9.339638,0.494215,0.034099,0,0,0,0.010658027,0.110843476,0.017052842,4,20,469.13,9721,4905,333,34.9,0,0,234
19177,6.951613,0.329752,0.037033,3.376106,0,0,0.003738737,0.005608106,0,1,0,534.94,12241,6275,332,24.8,24.8,0,187
22005,0,0,0.034213,14.04773,0,0,0.031940945,0.095822834,0.010646982,5,5,281.77,25627,8375,309,57.5,0,0,183
22015,0,0.195506,0.032241,0,0,0,0.037383178,0.090787717,0.002670227,5,11,374.5,13241,5105,227,57.9,0,0,190
22017,0,0,0.0318,0,0,0,0.033980473,0.151779444,0.031715108,14,14,441.43,127039,59580,2495,98.1,0,0,280
22019,0,0.186478,0.033761,15.62954,0.006594131,0,0.145070887,0.402242005,0.072535443,13,6,151.65,240204,106110,6293,142.1,0,1,688
22033,5.365,0.549351,0.03284,12.75093,0,0,0.189044425,0.562632219,0.207048656,21,24,222.17,27463,10525,427,74.8,0,0,206
22047,0,0,0.036616,8.908451,0,0,0.008409115,0.012013022,0.001201302,1,0,832.43,69830,30545,1602,45.3,17.5,14,145
22051,0,0,0.036694,15.28667,0,0,0.020954799,0.112169808,0.059166492,17,16,811.27,15744,5280,242,12.8,0,0,165
22055,0,0,0.034607,0,0,0,0.042115328,0.054636101,0.019350286,17,14,878.54,31368,12560,645,49.3,25.4,1,243
22057,0,0,0.03482,0,0,0,0.010341651,0.030084802,0.00282045,3,0,1063.66,244390,116410,8567,24.3,20.9,0,316
22063,0,0,0.037141,5.377778,0,0,0.011298956,0.062144259,0.004237109,1,1,708.03,46742,20610,1098,27.2,0,0,178
22073,0,0,0.0335,0,0,0,0.023769907,0.142619444,0.021392917,10,5,420.7,390144,171775,9422,86.2,55.9,23,394
22077,0,0,0.036056,0,0.001509707,0,0.00603883,0.007548537,0.004529122,1,0,662.38,23197,10460,660,19.9,0,76,37
22087,0,1.343407,0.035048,0,0,0,0.001756913,0.021082961,0.003513827,2,0,569.18,23884,8225,480,45.7,0,0,201
22093,0,0.513333,0.032125,0,0,0,0.003721346,0.033492111,0.003721346,2,0,268.72,10132,3565,115,0,0,0,140
22095,0,0,0.0341,0,0,0,0.000936146,0.010297601,0.004680728,1,0,1068.21,21096,8985,318,50.1,0,17,26
22099,0,0,0.03582,0,0,0,0,0.033916988,0.008479247,2,0,471.74,82124,30210,1616,83.7,0,0,325
22103,0,0,0.037,0,0,0,0.028825828,0.091281788,0.033630133,15,6,624.44,49348,20730,1224,63,39.9,49,125
22121,0,0.995697,0.032011,19.75778,0,0,0,0.017887808,0.005366342,0,1,559.04,38340,14840,784,62.7,0,0,195
23005,9.201096,0.113274,0.042725,19.26552,0,0,0.145492092,0.450556155,0.107945746,8,38,213.07,67055,29995,1935,249.8,0,0,223
23009,2.811759,0.022689,0.043923,0,0,0,0.010845252,0.04609232,0.009489595,4,8,737.65,30199,14040,862,16.4,0,0,129
23017,4.631944,0,0.044333,0,0,0,0.019907761,0.054746342,0.014930821,2,6,602.78,34634,16305,1412,28.8,0,0,60
23019,4.515789,0,0.044357,0,0,0,0.020295173,0.056826484,0.009741683,6,8,1231.82,57975,24345,1336,64.5,0,0,250
23029,0,0,0.042333,0,0,0,0.018548809,0.060705192,0.001686255,2,0,593.03,39715,17775,986,26,0,2,92
23031,0,0,0.043613,0,0,0,0.07796663,0.306668746,0.083164406,5,15,192.39,31379,12590,851,34.3,0,0,106
24003,0,0.862025,0.041385,0,0.004960194,0,0.032241264,0.307532055,0.109124278,3,40,403.21,70416,28725,1552,63.5,29.4,0,244
24005,6.225287,0.527059,0.039423,24.9513,0,0,0.018945574,0.182088013,0.091570272,6,26,950.09,579234,293520,14338,25.3,21.5,3,376
24009,0,0,0.039074,0,0,3.24E-05,0.000194534,0.000810559,0.000129689,1,4,30842.92,827370,408915,20073,91.1,20.7,5,768
24013,0,0,0.039074,0,0,0,0.002848008,0.006595387,0.001648847,2,4,6671.33,33406,15160,604,5.6,0,0,71
24015,5.355172,0,0.038667,0,0,0,0.005986303,0.034720559,0.010775346,2,6,835.24,168447,86900,4209,63.3,0,0,204
24017,0,0,0.040556,0,0.000589411,0,0.008251749,0.022397605,0.007072928,1,6,1696.61,102855,48950,1770,52.4,18.1,0,192
24019,4.422989,0.072941,0.040385,0,0,0,0.002520654,0.008192124,0.001260327,3,6,1586.89,163257,77930,2625,34.5,0,0,91
24021,0,0,0.039192,0,0,0,0.011527112,0.077231649,0.021901512,1,19,867.52,31929,14820,678,20.7,0,0,46
24023,4.001163,0.329268,0.037872,3.283721,0,0,0.013693753,0.032865007,0.008216252,1,1,365.13,259547,127025,6214,78.1,34.4,0,477
24025,5.816092,0,0.040407,0,0,0,0.021938484,0.118467816,0.035101575,2,14,455.82,29014,13790,889,49.9,0,0,134
24029,5.131765,0,0.040889,0,0,0,0.00235477,0.002060423,0.001177385,1,2,3397.36,325690,164255,9520,31.2,8.7,0,272
24031,5.031325,0,0.035926,0,0,0,0.004291997,0.052261378,0.032316214,10,83,3960.86,19422,8920,610,24.2,0,0,43
24033,4.645977,0,0.037082,0,0.003941663,0,0.039416634,0.819865983,0.275916437,6,70,253.7,1050688,537815,27460,31.6,30,0,480
24043,7.516092,0,0.038808,0,0,0,0.000721111,0.004532699,0.001442223,3,10,9707.24,37181,17385,1467,0,0,0,40
25025,7.111494,0.493772,0.028814,29.28851,0,0,0.020717231,0.343906027,0.084940645,24,104,482.69,521202,252515,12744,74.5,48.1,1,284
28011,8.013187,0,0.035933,0,0,0,0.001920799,0.004161731,0.000320133,1,0,6247.4,8259,2935,57,21,0,0,106
28033,8.352747,0,0.032586,0,0,0,0.016782591,0.076454025,0.014917859,3,6,536.27,18636,6960,327,29,0,0,168
28045,7.069231,0,0.0403,0,0,0,0.018141687,0.016629879,0.001511807,1,3,661.46,20758,8160,551,20.9,0,0,165
28047,8.268132,0,0.039767,0,0,0,0.011856145,0.071136873,0.014490844,8,9,759.1,47632,19310,714,31.7,15.9,0,106
28049,8.345879,0.33,0.034885,15.31861,0,0,0.000298359,0.001918025,0.000490162,9,14,46923.27,208080,87295,4176,74.4,28.4,9,299
28059,8.186813,0.312644,0.039367,10.64,0.002459299,0,0.019674389,0.113127736,0.012296493,2,10,406.62,23390,9005,372,13.6,0,0,220
28075,0,0,0.035267,0,0,0,0.002438549,0.063402263,0.007315646,7,6,410.08,63343,28210,1438,24.3,22.6,0,159
28081,0,0,0.033967,0,0,0,0.002416685,0.079750598,0.019333478,3,3,413.79,22786,8095,298,0,0,0,206
30049,3.921667,0.363158,0.040684,0,0,0,0.033735717,0.039602799,0.008800622,3,2,681.77,30458,11610,815,38.2,0,0,122
31055,6.268118,0.561142,0.029167,0,1.30E-05,0,0.000273351,0.002577314,0.00063782,18,31,76824.17,36565,18120,1012,77.8,16.2,0,324
32003,7.976362,1.123256,0.038676,33.41667,0,0,0.099749466,0.99517491,0.160063097,47,85,431.08,24909,9715,478,68.5,42,0,68
32031,5.836871,0,0.036262,0,0,0,0.038499904,0.206499484,0.047249882,14,29,571.43,4123,1805,92,10.2,10.2,0,15
32033,0,0,0.043763,0,0,0,0.001638767,0.0049163,0,1,0,2440.86,471519,209470,12614,143.5,42,0,299
35015,0,0,0.03993,0,0,0,0.014888984,0.048389198,0.001861123,2,2,537.31,218195,89485,3716,140.3,59.9,0,260
35045,0,6.084,0.04205,7.115091,0.003180763,0,0.006361525,0.100194027,0.01113267,3,7,628.78,146748,58130,1766,31.2,31.2,0,184
36001,6.129316,0.281319,0.0385,0,0,0,0.003321928,0.010976806,0.004044086,7,77,6923.69,76688,27700,911,106.3,62.7,0,69
36005,7.248571,0.59239,0.034788,30.38846,0,0,0.00022029,0.096927401,0.013437662,15,19,4539.48,46091,19890,761,58.5,0,0,401
36013,5.106452,0.106897,0.038633,0,0,0,0.002889027,0.013394581,0.003414305,5,13,3807.51,76576,36005,1601,30.6,11.4,0,145
