Fips_code,PM2.5 24hr 2012 99th Percentile,SO2 1-hour 2010,Ozone 1-hour 1979,NO2 1-hour,Coal_plants,Power_plants,Airports,Public_Schools,Private_Schools,Hospitals,Fuel_Stations,Land_area(mi^2),Population,Number_of_resident_workers,Number_of_business_establishments,Route_miles_of_freight_railroad,Route_miles_of_passenger_railroad_and_rail_transit,Total_Docks,Number_of_Bridges
1073,17.6,13.5,0.045,50.5,1,0,27,173,52,14,24,1111.28,658573,292780,16430,318.4,41.9,4,1051
4003,0,0,0.052,0,1,0,25,83,3,9,4,145504.79,71887,18055,458,124,53.7,0,256
4005,0,0,0.057,0,0,0,12,77,5,5,13,113594.08,125922,46330,2178,139.3,101.6,0,501
4007,0,69.7,0.059,0,0,0,4,36,3,4,2,11197.52,143476,63960,3746,285.6,196.2,0,403
4012,5.4,0,0.059,0,0,0,7,14,0,2,1,4757.93,9498,3545,83,41.2,0,0,89
4013,149.1,7,0.057,49,0,1,135,1274,152,78,267,4622.6,21108,6265,337,75.1,0,0,302
4017,0,0,0.05,0,1,0,8,91,10,6,7,4499.63,212181,65395,3784,122.8,119.5,0,623
4021,0,0,0.064,0,0,0,8,144,3,7,16,13311.08,1047279,423600,20300,121.6,86.2,0,1085
4025,0,0,0.055,0,0,0,23,100,12,7,16,9187.04,46498,17220,1153,30.2,0,0,133
4027,13.5,0,0.057,0,0,0,5,83,5,3,5,5365.61,235099,81005,5985,213.9,48.4,0,540
5035,19.1,0,0.055,38.3,0,0,3,20,2,3,4,766.05,63257,25210,1072,56.1,32.3,1,248
5101,0,0,0.069,0,0,0,1,7,0,0,1,900.57,8252,3100,121,16.5,13.8,0,134
5113,22.3,0,0.062,0,0,0,1,9,0,1,0,551.4,23528,9060,351,61.1,0,0,200
5119,17.6,4.6,0.051,39.5,0,0,16,127,31,20,34,758.39,8062,3325,149,4.4,0,0,93
5143,11.9,0,0.059,0,0,0,3,69,9,11,21,604.44,16545,5400,310,0,0,0,98
6019,36.2,0,0.062,0,0,0,37,351,23,15,97,1020.01,192843,78175,4516,0,0,0,184
6027,0,0,0.05,0,0,0,7,25,1,2,1,1707.88,181215,57190,2538,203.6,89.6,0,450
6031,30.7,0,0.05,0,0,0,17,68,4,4,6,1313.95,900202,323690,12924,349.1,41.6,0,662
6043,0,0,0.051,0,0,0,2,16,1,1,1,1256.46,258826,127180,10070,11,0,1,205
6057,11.5,0,0.059,0,0,0,9,53,8,2,6,1934.97,137744,68275,4270,39.2,0,0,154
6065,15.6,0,0.059,20.1,0,0,40,511,95,24,241,748.36,18807,7190,590,145.1,0,0,150
6069,0,0,0.053,0,0,0,2,27,5,2,0,790.57,1552058,632480,29515,158.5,80.3,2,735
6071,0,0,0.063,0,1,0,50,563,85,32,211,1407.01,62808,25605,986,11.5,2,0,75
6073,0,0,0.024,0,0,0,49,775,185,38,420,2553.04,2180085,834180,35635,766.9,371.5,0,1419
6079,14.4,0,0.046,24,0,1,12,83,19,6,54,1388.71,762148,277800,11512,236,96.8,2,645
6083,10.7,1,0.058,24,0,0,12,124,28,9,75,4206.63,766573,387600,21366,41.3,34.2,5,362
6089,27.7,0,0.052,0,0,0,12,106,9,7,11,3298.57,273213,128895,7061,42.2,2.3,0,192
6107,39.7,0,0.056,0,0,0,7,196,12,7,60,1575.85,12285,4590,246,0,0,0,194
6111,15.2,0,0.063,32,0,0,22,236,55,12,129,602.41,54478,19075,1295,28.9,0,0,129
8001,12.6,4.9,0.05,67,0,0,38,159,18,7,22,4824.22,78668,27105,819,53.6,15.9,0,144
8005,8.3,0,0.054,0,0,0,77,166,29,9,13,1843.13,16233,6240,510,31.7,0,0,16
8013,15.5,0,0.054,0,0,0,31,88,23,7,92,1167.65,5577,1300,56,70.2,36.9,0,68
8019,0,0,0.06,0,0,0,2,5,0,0,1,2554.97,1831,965,64,62.6,0,0,61
8031,19.3,7.1,0.051,85.6,0,0,10,212,43,18,140,395.23,31162,10985,824,69.7,0,0,64
8035,8.2,0,0.054,0,0,0,15,93,19,6,23,1226.95,2055,735,56,0,0,0,30
8041,0,6.4,0.055,0,2,0,15,230,25,12,52,1142.05,26729,12410,622,28.5,0,0,85
8045,0,0,0.051,0,0,0,11,27,5,2,14,1067.05,47839,14100,865,30,0,0,137
8047,0,0,0.058,0,0,0,0,2,0,0,2,840.25,60061,29415,2447,71.1,65.1,0,167
8051,0,0,0.057,0,0,0,3,7,0,1,2,1850.85,15734,8235,843,65.5,65.5,0,82
8059,0,0,0.056,34,0,0,8,172,30,3,79,149.9,1392,725,68,0,0,0,45
8067,0,0,0.05,8.1,0,0,5,24,7,2,8,1591,8127,4190,213,0,0,0,16
8069,0,0,0.06,0,1,0,23,94,13,8,52,1613.72,56221,27715,2400,32.7,32.7,0,95
8077,0,0,0.054,0,0,0,12,55,8,4,17,376.91,22409,10350,581,111.1,0,0,182
8083,0,0,0.055,0,0,0,2,19,2,1,0,4772.67,13283,6260,405,53.4,0,0,79
8103,11.2,0,0.051,27.1,0,0,2,5,1,2,4,541.59,168424,64700,3117,129.4,0,0,263
8123,9.2,0,0.057,0,0,0,18,100,7,2,59,387.49,4908,2140,115,40.2,37.4,0,77
10003,24,12.7,0.043,45.3,0,0,17,133,55,10,25,920.56,180786,76485,3583,43,0,0,198
12001,14.7,0,0.056,0,1,0,21,69,23,6,17,664.88,705749,345735,23585,31.7,22.5,2,244
12005,0,0,0.061,0,0,0,23,53,7,5,8,512.91,29210,10050,388,39.9,0,0,90
12031,15.3,8.9,0.059,36.8,1,0,24,219,112,15,63,1015.66,16826,4795,190,0,0,0,55
12059,0,0,0.059,0,0,0,8,12,1,1,0,516.33,1471968,623335,36819,179.1,24.8,38,814
12061,0,0,0.058,0,0,0,14,29,8,4,2,349.68,19617,6335,259,23.4,0,0,156
12077,0,0,0.054,0,0,0,0,10,0,0,0,1020.21,41503,13825,750,19.3,0,0,76
12083,0,0,0.058,0,0,0,28,69,29,7,12,917.76,403253,143025,9128,39.8,0,6,201
12091,0,0,0.054,0,0,0,20,51,6,6,8,666.85,88625,32700,1863,79.2,23.8,3,102
12099,13.6,0,0.053,0,0,0,46,280,97,20,77,742.93,375751,135410,6279,14.1,14.1,0,241
12101,0,0,0.065,0,0,0,16,121,31,10,14,1584.55,1496770,626365,48689,191.8,82,6,604
12105,17.2,11.6,0.058,0,1,0,36,164,46,6,18,1897.72,974996,424110,28754,29.9,0,5,422
12115,14.5,0,0.059,0,0,0,11,62,33,7,42,903.43,184313,70780,2745,28.5,0,0,193
13059,18,0,0.062,0,0,0,2,22,7,3,2,184.39,258773,111945,5419,28.5,0,0,158
13089,18.7,0.8,0.044,43.9,0,0,22,152,65,16,40,339.55,26404,9815,585,56.3,0,0,74
17019,14.4,2,0.042,0,1,0,21,61,17,3,23,449.46,12147,6055,238,11,0,2,77
17023,0,0,0.048,0,0,0,7,9,0,0,0,3664.52,32304,14900,712,63.6,0,0,323
17031,22.4,6.8,0.042,48.8,2,0,59,1403,449,73,257,235.51,50621,24585,1174,58.2,20.3,0,305
18003,15.3,0,0.048,0,0,0,36,87,52,11,23,648.97,35777,14800,743,6.5,0,0,192
18005,12.3,0,0.05,0,0,0,7,19,7,1,0,413.46,379299,170280,9192,133,0,0,601
18011,0,0,0.049,0,0,0,18,17,8,1,5,542.41,11758,5180,244,16.9,0,0,75
18013,0,0,0.054,0,0,0,3,6,0,0,1,562.57,67843,30910,1525,23.4,4.6,0,286
18015,0,0,0.045,0,0,0,11,6,1,0,0,713.81,15092,6855,348,11.3,0,0,113
18019,16.6,0,0.055,0,0,0,10,33,4,4,7,684.25,37689,17165,679,55.3,0,0,186
18035,18.9,0,0.05,0,0,0,9,36,3,3,2,406.91,43475,19990,976,58.4,20.2,0,147
18039,14.7,0,0.046,0,0,0,15,57,43,3,11,165.08,42736,21760,1290,50.4,2.7,0,218
18043,0,2.5,0.055,0,1,0,5,17,4,3,5,311.98,23102,9375,446,29.9,24.9,0,100
18055,12.4,0,0.05,0,0,0,7,14,0,1,1,305.64,65769,28845,1291,65.9,0,0,276
18057,15.3,0,0.049,0,0,0,18,71,25,8,13,429.49,31922,13975,562,85.8,0,0,239
18063,0,0,0.049,0,0,0,13,43,1,2,10,362.82,40515,17885,694,24.9,7.8,0,124
18067,16.8,0,0.048,0,0,0,5,27,6,3,0,427.27,47972,19515,834,29.4,0,0,205
18089,19.8,31.5,0.049,37.3,0,0,24,131,28,16,26,306.02,39614,15865,852,4.1,0,0,100
18091,15.8,0,0.049,0,1,0,13,36,8,3,8,484.52,485493,209790,10090,276.6,62.8,8,491
18095,15,0,0.05,0,0,0,0,31,7,5,6,391.88,45370,20385,934,25,0,0,165
18097,20.6,2.9,0.05,39.1,0,0,48,255,79,22,74,293.06,129569,54725,2264,82.3,0,0,297
18123,0,0,0.056,0,0,0,2,5,1,1,0,449.17,16937,6620,266,5.2,0,0,202
18127,15.7,39,0.049,0,0,0,4,54,11,3,41,396.3,12389,5840,190,53.5,0,0,172
18129,0,0,0.052,0,1,0,12,9,3,0,0,443.63,170389,77010,3564,131.6,49.7,7,272
18141,15.5,0,0.051,38.4,0,0,7,73,36,7,27,401.76,16581,7575,361,23.2,18.3,0,227
18145,0,0,0.046,0,0,0,1,17,2,1,2,86.14,23873,10360,400,12.2,0,0,116
18163,15.7,3.9,0.058,30.2,0,0,3,40,15,6,14,480.53,7054,3305,118,30.7,16.4,0,57
18167,16.2,2.5,0.05,0,0,0,1,29,6,4,12,446.43,15498,6375,268,47.6,0,0,127
18173,0,0,0.05,0,2,0,1,18,2,4,3,190.4,8265,3920,126,29,0,0,133
19017,0,0,0.054,0,0,0,1,19,2,2,0,364.68,26234,13445,573,24.4,0,0,134
19045,21.8,8.1,0.052,0,1,0,3,18,2,3,4,565.77,17549,8790,538,59.3,0,1,262
19085,0,0,0.06,0,0,0,2,10,0,1,0,531.88,16846,8350,560,69.6,0,0,251
19113,25.6,42.6,0.053,0,2,0,5,77,14,2,26,571.01,33657,16085,875,61,19.8,6,218
19137,12.5,0,0.059,0,0,0,2,9,0,1,2,575.62,7707,3605,183,78.5,39.6,0,140
19147,18.7,0,0.059,0,0,0,2,10,1,1,2,401.77,15107,7065,402,11,0,0,199
19153,17.7,0,0.057,37.3,0,0,10,130,19,9,60,561.01,6619,3400,218,43.4,0,0,208
19163,20.9,3.4,0.05,0,0,0,5,52,8,4,20,469.13,9721,4905,333,34.9,0,0,234
19177,17.9,1,0.054,7.1,0,0,2,3,0,1,0,534.94,12241,6275,332,24.8,24.8,0,187
22005,0,0,0.058,27.1,0,0,9,27,3,5,5,281.77,25627,8375,309,57.5,0,0,183
22015,0,5.1,0.061,0,0,0,14,34,1,5,11,374.5,13241,5105,227,57.9,0,0,190
22017,0,0,0.064,0,0,0,15,67,14,14,14,441.43,127039,59580,2495,98.1,0,0,280
22019,0,19.4,0.067,38.6,1,0,22,61,11,13,6,151.65,240204,106110,6293,142.1,0,1,688
22033,11.5,33.4,0.056,40.7,0,0,42,125,46,21,24,222.17,27463,10525,427,74.8,0,0,206
22047,0,0,0.06,21.9,0,0,7,10,1,1,0,832.43,69830,30545,1602,45.3,17.5,14,145
22051,0,0,0.062,37.4,0,0,17,91,48,17,16,811.27,15744,5280,242,12.8,0,0,165
22055,0,0,0.054,0,0,0,37,48,17,17,14,878.54,31368,12560,645,49.3,25.4,1,243
22057,0,0,0.059,0,0,0,11,32,3,3,0,1063.66,244390,116410,8567,24.3,20.9,0,316
22063,0,0,0.059,11.7,0,0,8,44,3,1,1,708.03,46742,20610,1098,27.2,0,0,178
22073,0,0,0.059,0,0,0,10,60,9,10,5,420.7,390144,171775,9422,86.2,55.9,23,394
22077,0,0,0.057,0,1,0,4,5,3,1,0,662.38,23197,10460,660,19.9,0,76,37
22087,0,35.9,0.062,0,0,0,1,12,2,2,0,569.18,23884,8225,480,45.7,0,0,201
22093,0,1.8,0.055,0,0,0,1,9,1,2,0,268.72,10132,3565,115,0,0,0,140
22095,0,0,0.06,0,0,0,1,11,5,1,0,1068.21,21096,8985,318,50.1,0,17,26
22099,0,0,0.059,0,0,0,0,16,4,2,0,471.74,82124,30210,1616,83.7,0,0,325
22103,0,0,0.06,0,0,0,18,57,21,15,6,624.44,49348,20730,1224,63,39.9,49,125
22121,0,16,0.053,37.7,0,0,0,10,3,0,1,559.04,38340,14840,784,62.7,0,0,195
23005,21,1.3,0.056,42.2,0,0,31,96,23,8,38,213.07,67055,29995,1935,249.8,0,0,223
23009,9.2,0.3,0.065,0,0,0,8,34,7,4,8,737.65,30199,14040,862,16.4,0,0,129
23017,11.1,0,0.055,0,0,0,12,33,9,2,6,602.78,34634,16305,1412,28.8,0,0,60
23019,13,0,0.058,0,0,0,25,70,12,6,8,1231.82,57975,24345,1336,64.5,0,0,250
23029,0,0,0.056,0,0,0,11,36,1,2,0,593.03,39715,17775,986,26,0,2,92
23031,0,0,0.055,0,0,0,15,59,16,5,15,192.39,31379,12590,851,34.3,0,0,106
24003,0,2.6,0.058,0,2,0,13,124,44,3,40,403.21,70416,28725,1552,63.5,29.4,0,244
24005,16.7,3.9,0.051,39.5,0,0,18,173,87,6,26,950.09,579234,293520,14338,25.3,21.5,3,376
24009,0,0,0.053,0,0,1,6,25,4,1,4,30842.92,827370,408915,20073,91.1,20.7,5,768
24013,0,0,0.052,0,0,0,19,44,11,2,4,6671.33,33406,15160,604,5.6,0,0,71
24015,17.9,0,0.053,0,0,0,5,29,9,2,6,835.24,168447,86900,4209,63.3,0,0,204
24017,0,0,0.054,0,1,0,14,38,12,1,6,1696.61,102855,48950,1770,52.4,18.1,0,192
24019,8.7,0.8,0.052,0,0,0,4,13,2,3,6,1586.89,163257,77930,2625,34.5,0,0,91
24021,0,0,0.053,0,0,0,10,67,19,1,19,867.52,31929,14820,678,20.7,0,0,46
24023,8.2,3.2,0.054,10,0,0,5,12,3,1,1,365.13,259547,127025,6214,78.1,34.4,0,477
24025,14.5,0,0.057,0,0,0,10,54,16,2,14,455.82,29014,13790,889,49.9,0,0,134
24029,10.1,0,0.054,0,0,0,8,7,4,1,2,3397.36,325690,164255,9520,31.2,8.7,0,272
24031,12.2,0,0.051,0,0,0,17,207,128,10,83,3960.86,19422,8920,610,24.2,0,0,43
24033,11,0,0.055,0,1,0,10,208,70,6,70,253.7,1050688,537815,27460,31.6,30,0,480
24043,22.7,0,0.051,0,0,0,7,44,14,3,10,9707.24,37181,17385,1467,0,0,0,40
25025,16.2,2.1,0.049,49,0,0,10,166,41,24,104,482.69,521202,252515,12744,74.5,48.1,1,284
28011,16.3,0,0.056,0,0,0,12,26,2,1,0,6247.4,8259,2935,57,21,0,0,106
28033,23,0,0.057,0,0,0,9,41,8,3,6,536.27,18636,6960,327,29,0,0,168
28045,16,0,0.056,0,0,0,12,11,1,1,3,661.46,20758,8160,551,20.9,0,0,165
28047,19.2,0,0.058,0,0,0,9,54,11,8,9,759.1,47632,19310,714,31.7,15.9,0,106
28049,23.5,2.6,0.057,39.2,0,0,14,90,23,9,14,46923.27,208080,87295,4176,74.4,28.4,9,299
28059,16.7,2.8,0.057,28.4,1,0,8,46,5,2,10,406.62,23390,9005,372,13.6,0,0,220
28075,0,0,0.059,0,0,0,1,26,3,7,6,410.08,63343,28210,1438,24.3,22.6,0,159
28081,0,0,0.057,0,0,0,1,33,8,3,3,413.79,22786,8095,298,0,0,0,206
30049,15.4,1.2,0.052,0,0,0,23,27,6,3,2,681.77,30458,11610,815,38.2,0,0,122
31055,12.4,34.8,0.052,0,1,0,21,198,49,18,31,76824.17,36565,18120,1012,77.8,16.2,0,324
32003,55.2,5.1,0.058,61.2,0,0,43,429,69,47,85,431.08,24909,9715,478,68.5,42,0,68
32031,15.1,0,0.053,0,0,0,22,118,27,14,29,571.43,4123,1805,92,10.2,10.2,0,15
32033,0,0,0.055,0,0,0,4,12,0,1,0,2440.86,471519,209470,12614,143.5,42,0,299
35015,0,0,0.051,0,0,0,8,26,1,2,2,537.31,218195,89485,3716,140.3,59.9,0,260
35045,0,14.8,0.061,24.7,2,0,4,63,7,3,7,628.78,146748,58130,1766,31.2,31.2,0,184
36001,20.4,1.4,0.051,0,0,0,23,76,28,7,77,6923.69,76688,27700,911,106.3,62.7,0,69
36005,21.9,4.8,0.05,63.7,0,0,1,440,61,15,19,4539.48,46091,19890,761,58.5,0,0,401
36013,12.3,1.8,0.055,0,0,0,11,51,13,5,13,3807.51,76576,36005,1601,30.6,11.4,0,145
36027,0,1,0.051,0,0,0,15,77,26,4,23,4831.09,44135,19380,1058,47,15.6,0,450
36029,16,2.7,0.052,43.2,0,0,27,219,61,16,89,109.17,294218,140505,7607,94.7,94.7,1,336
36031,0,0.7,0.058,0,0,0,11,17,7,3,3,2965.19,918702,434030,22940,227.8,63.2,3,896
36041,0,0.4,0.059,0,0,0,5,5,0,0,2,5860.84,47188,19235,1167,24.3,0,1,227
36055,18.1,1.4,0.051,35.5,0,0,15,185,43,8,64,6646.68,70941,32625,1402,25.2,13.8,0,173
36061,17,0,0.046,0,0,0,24,370,137,28,82,3823.74,1356924,660185,48608,83,83,6,323
36063,0,0,0.052,0,0,0,13,52,9,5,13,1066.18,1628706,875400,103925,23.1,23.1,29,247
36067,20.8,0.7,0.055,0,0,0,10,124,25,7,48,522.8,228671,100765,4899,121,69.9,0,487
36071,15,0,0.05,0,0,0,28,82,22,7,18,42.1,109777,52950,2977,44,0,0,179
36075,0,0,0.054,0,0,1,4,39,2,2,2,1308.35,40352,17495,665,24,0,0,136
36079,0,0.8,0.055,0,0,0,2,22,5,1,0,1060.23,59493,27540,1391,56.4,8.3,0,272
36081,22.9,6.4,0.045,61.9,0,0,6,376,128,13,28,407.35,98320,49850,2898,35.4,35.4,0,102
36085,22,0,0.051,0,0,0,2,81,35,6,10,1037.85,158714,78575,2983,74,25.8,1,267
36087,0,0,0.053,0,0,0,6,67,51,4,12,634.71,476143,206775,9387,20.8,14.5,21,158
36091,0,0,0.053,0,0,0,10,50,11,3,30,1442.44,107740,43220,1915,142.6,0,0,315
36101,24.3,1.3,0.051,0,0,0,5,36,5,6,1,495.47,34016,15115,720,41.7,0,0,59
36103,13.4,1.4,0.052,0,0,0,30,347,59,14,119,492.94,95379,42245,1808,126.7,0,0,629
36117,0,0,0.054,0,0,0,1,38,2,1,11,631.76,61204,28175,1069,87.6,49.9,0,183
36119,0,0,0.05,0,0,1,18,254,82,18,65,654.84,89918,42285,1729,84.7,37,0,96
37119,14.6,1.6,0.062,36.8,0,1,19,209,61,14,64,652.32,22440,9065,430,36.1,0,0,124
37183,15.1,1.7,0.042,31.6,0,0,12,218,52,8,138,449.57,44535,16665,859,21,0,0,73
38007,7.9,4.9,0.052,0,0,0,4,2,0,0,0,226.88,6832,2385,83,58.3,31.3,0,40
38013,9.5,19.8,0.049,14.9,0,0,6,6,0,0,0,392.32,3024,1670,160,48.5,0,0,68
38015,14.8,10.8,0.044,37.8,0,0,16,36,9,2,5,651.98,2115,1100,75,95.7,0,0,29
